NAME	CD4.memory.activated	Monocytes	CD4.memory.resting	NK.cells.resting	B.naive	Neutrophils	Macrophages.M2	Plasma	CD8.cells	T.cells.CD4.naive	B.memory	NK.activated	Eosinophils	T.cells.regulatory	T.cells.helper	Macrophages.M0	Macrophages.M1	Mast.activated	Dendritic.cells.resting	Dendritic.cells.activated	Mast.resting
CARD16	40.7795500300996	89.7000503593841	42.6973086578801	85.6863497210418	1	200.785080638646	38.8040990644763	1	45.5394269623756	23.8972955144418	1	84.0822949234468	36.0027949939946	216.11313852884	73.2259562160511	24.4383148181383	1	1	59.8629319309064	40.2740751800164	36.5447924558507
CARD6	1	17.030231005447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CARMIL1	1	1	1	1	30.4011956375225	1	1	1	1	1	1	1	1	1	1	1	1	25.0205530859946	1	1	1
CARMIL2	1	1	1	1	1	1	1	1	1	27.4530765468444	1	27.0083290723839	23.9215836393377	1	1	1	1	1	1	1	1
CARNMT1	1	1	1	1	1	1	1	1	1	1	1	24.8951139191828	1	1	1	1	1	17.8327950615285	1	1	53.9318853833812
CASC19	78.46070965469	25.9443903083836	1	37.4229447727677	33.8679575823626	47.9944963418537	1	1	1	30.4053215934385	1	45.3957636484133	24.7183642308855	1	1	33.3342338191173	12.0862720965224	50.0289833395126	1	1	212.675937468384
CASC6	1	1	1	23.1685438263774	1	1	1	1	1	26.8727572827734	1	1	1	1	1	1	1	1	1	1	1
CASD1	1	1	1	27.9933217193523	33.5226192593129	1	1	1	1	27.1042309013861	1	23.1280074845765	1	1	29.1374650140521	1	1	25.2893347233483	1	1	26.7060639815243
CASK	52.4206900780261	22.1953070475189	53.709066634619	1	1	1	1	29.6783892752832	35.1884017296056	19.6285779685727	1	45.9146194586685	1	81.5851670220192	61.6017569253995	27.9186591548867	33.5743203475468	40.2432520534032	17.2336334999616	1	40.6843310350548
CASKIN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.5636252078961	1
CASP10	1	23.1788213424799	1	40.9733250788539	1	1	19.2974480699481	45.9967966456454	1	1	1	43.3556671171733	1	1	1	1	1	20.2077018325952	1	25.3259886565249	1
CASP14	1	15.7285768212821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASP8AP2	19.7562822615575	18.5668872431651	32.362397221866	58.8093428409975	41.7222153884204	1	1	1	1	131.469350665828	1	1	1	1	1	1	1	20.6565627253304	17.0186058460183	1	1
CASP9	1	24.5668852108263	1	1	62.4427377773367	1	18.79766419954	1	1	1	1	1	1	1	1	29.9487800438357	1	1	27.6886400781334	26.3629271369336	1
CASR	1	1	1	19.9541522072745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASS4	1	22.0142607528747	29.171614437326	1	1	107.242021140134	1	1	1	1	1	30.4012413673256	1	1	37.31873588821	1	1	1	34.4453400076077	21.107933564693	1
CASZ1	20.0093753100928	20.6260872817756	1	37.4541826534089	1	1	1	1	1	1	1	44.0620725017884	1	31.0773307750142	1	1	44.0379004301034	35.992310437694	1	55.5781066125725	1
CATSPER1	1	1	1	21.7800010064634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CAV1	125.868214267792	1	1	1	1	1	1	47.792044622786	1	1	1	1	1	1	1	1	406.410615641319	75.5864278423848	1	197.803734277699	228.375984796506
CAV2	271.305443735669	55.1629606031322	1	1	1	1	1	1	1	1	1	1	23.2929606537696	1	1	66.8266985896309	189.514219768905	158.945160129262	1	147.871215888236	460.964402187103
CAVIN1	76.3000031975449	1	1	1	1	1	1	1	1	1	1	1	42.7083201041133	1	1	23.9266137190211	278.91504629923	67.5858629473892	1	72.1913528435214	18.5108354247767
CAVIN2	24.7300462895147	1	1	1	1	1	1	1	1	1	1	1	62.0590035358326	1	1	1	209.375764275533	44.4661339079813	1	83.4817167187656	25.0530580819189
CAVIN3	66.295902506885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.0029323188102	296.165904016288	1	1	28.0569970225528	39.1917957080235
CBFA2T3	1	1	1	1	1	1	1	1	1	1	1	1	44.5947330705809	1	1	1	1	1	1	1	1
CBLL1	17.2315858091085	17.9344870686588	30.000943971258	37.7332831591418	1	1	1	1	1	22.2064367892788	1	45.4610569008967	1	30.9180242471399	27.3047893077248	1	1	24.1370955123959	1	26.4194993736315	37.5019710101276
CBR1	444.460340077428	30.8741413518973	1	1	1	1	39.6741738340477	1	1	18.9051781411482	1	1	1	1	1	96.3686361120188	66.2572253678928	146.638102309032	42.7610719221412	32.4575946527791	688.823067408181
CBR3	68.9480526050993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.0036023457694
CBWD3	1	17.8348684811824	1	1	1	1	1	1	1	23.66503745394	1	1	1	1	1	1	1	1	1	1	1
CBX2	25.753758785153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.8150318977506	1	1	60.2164102210317
CBY1	34.2264776085301	1	1	1	1	1	1	1	1	30.7323800464371	1	1	1	1	1	1	1	24.7188989860115	1	1	16.1807081269143
CC2D1B	24.2210635218649	18.6119358519394	1	35.3042228475125	1	1	21.044432138275	1	28.631648313014	33.8427078720502	1	1	1	38.667834273225	1	25.9198264708816	1	26.2361176108391	1	1	1
CCDC102A	1	1	1	20.6114792884025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC102B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.0362258857477	1	1	1	1
CCDC106	1	1	1	1	1	1	18.0632326195799	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC112	1	21.0259280358133	1	1	1	1	17.9302205835554	26.5172719960925	1	1	1	1	1	1	1	18.5377584069775	1	16.2111066590777	22.5378832024274	21.0274389731754	17.1239240724054
CCDC130	1	17.3197043692015	1	1	1	1	1	1	1	1	1	1	23.0306355092482	1	1	1	1	1	1	1	1
CCDC138	1	1	1	1	1	1	18.5903814421925	1	1	1	1	18.1513834732699	1	1	1	1	1	1	21.2094204858555	1	1
CCDC14	31.3103208271364	1	1	35.036117325116	1	1	1	1	1	24.2288714779313	1	63.9687417467662	1	1	1	1	25.1973351767827	27.6240683621695	1	1	1
CCDC146	1	1	1	25.5264012099704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC149	1	16.2044967815881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC152	1	1	1	1	1	1	1	1	1	23.8100007154626	1	1	1	1	1	1	1	1	1	1	1
CCDC167	64.2693028834501	1	37.7871952958516	1	1	1	1	41.1946679836898	30.5792766017106	1	1	31.3079723875292	1	65.3456192427103	59.2761454479224	22.208418469298	16.1739806044267	22.3160698191911	20.3797899093255	1	35.403589509081
CCDC170	1	24.398744700472	1	1	1	1	34.8754973223948	1	1	1	1	1	1	1	1	21.4106884339798	1	1	35.2650722057993	1	1
CCDC18	1	1	1	1	46.1270065895673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC28B	1	1	1	38.0193372397055	1	1	1	18.3193933025771	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.690621130606	1	1	1	1
CCDC34	100.557899366622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.9953237896208	23.4442933199847	1	1	39.4711144465037
CCDC50	30.5382174800633	30.4446895005603	1	1	89.2276180460726	1	39.5167387768005	48.1948230419175	1	1	152.62884697099	27.7397449554675	52.3596496777748	52.9626587289999	65.2717544191737	26.3322112805459	91.5198256071824	1	58.0560817661785	78.0919487933829	21.1860421895904
CCDC51	30.1278470729138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.2551155832815
CCDC58	72.7074790801101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.6184567192844	1	48.0712716514527	1	1	163.684754595635
CCDC66	1	26.3331575526506	49.4398374063718	48.616958176564	1	55.3289060420299	1	1	42.8106874680577	68.0391501394655	1	1	32.9039057508067	57.9837181532961	51.7362804264828	16.1072260636552	16.3070665082729	15.1174860320627	1	1	1
CCDC7	1	1	1	1	1	1	1	1	1	29.4420637994969	1	1	1	1	1	1	1	1	1	1	1
CCDC71L	22.7709542822793	21.9123526441575	1	1	1	77.8294577150457	1	1	1	1	1	1	75.4718199917101	1	1	27.1476782678681	80.0538914066018	58.3695045766185	1	29.2506891260493	17.7279315666759
CCDC80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	700.434343956926	1	1	1	1
CCDC86	51.4369900110002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.7621993090711	1	19.4240984123846	1	1	41.6825172776736
CCDC88A	62.890853525177	147.549633693153	1	38.260630191056	1	1	185.489522712719	52.2507507982867	1	47.602837835464	32.5874599668896	48.2430603022063	150.31023039622	1	1	219.942332763764	28.1285973907607	96.9758288176618	263.47248787447	179.383670688862	173.937716706056
CCDC88C	40.4434131178548	27.4851584172334	79.1591131772628	183.364670555068	107.254272418409	1	1	51.5218119534812	95.2227401727659	75.622612267957	46.8768643813436	84.0929805749002	63.1310651997245	99.655484018368	70.0464612340171	1	1	19.3079365988102	1	1	1
CCDC94	1	1	1	1	1	1	1	1	1	1	1	47.4449059033067	1	1	1	1	1	1	1	1	1
CCER1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.5495400047488	1	1	1	1
CCL11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.0934033202933	1	1	1	1
CCL13	1	1	1	1	1	1	239.127105410774	1	1	1	1	1	1	1	1	32.5881261984328	1	1	1	1	1
CCL14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	172.947030890405	1	1	1	1
CCL17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	946.266964604457	327.751993727925	1
CCL18	1	1	1	1	1	1	7130.58977703911	1	1	1	1	1	65.1321777760142	1	1	970.47113313869	1	24.0985867541717	1	31.9643906658401	1
CCL19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1062.65454874629	1	1	71.3149927214697	1
CCL2	1	1	1	1	1	1	81.6407476460196	1	1	1	1	1	82.1158635856839	1	1	215.122381455225	259.557402313996	63.8486574480146	1	72.9633042986795	1
CCL20	1	172.782092473524	1	1	1	1	271.147804881805	1	1	1	1	1	1	1	34.6788631777866	342.692640721346	1	263.397883620664	1	286.745269720809	1
CCL21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	191.43717547787	1	1	1	1
CCL22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.4068721237817	130.584062107219	1
CCL23	1	1	1	1	1	1	30.868643413776	1	1	1	1	1	1	1	1	24.2362066863498	1	1	1	1	1
CCL3	1	1	1	53.4118172678653	1	1	233.110209164727	1	1	1	1	36.5900973259337	107.003341681311	1	1	152.546604515708	1	1	1	172.787098002976	1
CCL3L3	1	1	1	1	1	1	72.6896795118705	1	1	1	1	1	1	1	1	1	1	1	1	105.854906570501	1
CCL4	103.066538433906	1	142.789254912943	1496.34896141992	1	194.692094639771	416.697956299203	1	1360.19255797201	1	1	3420.09527254837	677.000077407835	90.003834088381	377.331293803971	227.08553972142	54.8517509578526	79.4638321497847	67.5047694232875	331.010046316819	1
CCL4L2	1	1	1	72.4962462932155	1	1	113.409964136618	1	119.093164675534	1	1	222.105404275166	144.936577399848	1	1	42.9468854718558	1	1	36.7539138819386	128.145926836257	1
CCL5	93.3672605661878	40.666188407692	452.421265656012	1387.87898085457	36.1256163114179	74.1862721735459	47.9067612017146	1	1915.58480589007	45.4217302743338	34.419362213021	1628.49688398193	222.942666604475	238.201259304497	378.493853257269	51.2159485647182	44.2406578555905	22.8093267427292	23.1208097616708	45.0798903079423	1
CCL7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.0351249886987	1	1	1	1	1
CCL8	1	1	1	1	1	1	28.8141850057136	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCNA2	67.1140056650242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCNB1	56.8132297044522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.2248807885021
CCNB2	128.219668825414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCND1	42.3093311036105	42.5160123518667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.1482324682708	40.2299768112611	50.8743518301058	53.0835039481711	38.0374421917285
CCNF	23.1041156270893	1	1	1	1	1	1	1	1	1	1	42.0770486503334	1	1	1	1	1	1	1	1	1
CCNJL	1	1	1	1	1	97.4585831504236	1	1	1	1	1	39.4414171863961	1	1	1	1	1	1	1	1	1
CCNQ	43.395274265256	16.1067626138449	1	1	1	1	50.3622155712418	1	1	19.2950587730984	1	39.6433414693724	1	1	1	17.0507943642011	1	1	1	29.2637301173612	10.2383327211786
CCNT2	15.3492639496712	19.9102968256767	1	30.9194640514685	1	1	1	1	1	15.2043963644532	35.7852778595647	1	56.4238026371475	25.3410906252235	1	19.5046951946021	37.4098686087521	30.7924783725951	24.5203695511644	16.8407105112722	1
CCPG1	1	88.6620810184535	49.2894994217733	80.7514582885675	57.6152262806958	248.716519854302	69.0117332429427	158.528553489388	44.2548409596294	1	50.0315949003891	78.1862026323006	66.3560450187707	59.5205595266185	43.7991333922563	58.0586157008811	32.8568960509121	48.8504625586077	44.4092879726984	61.5148073452268	1
CCR1	1	69.0139000889544	1	1	1	137.742921042706	125.242119484414	1	1	1	1	40.4599722268697	1	1	1	111.098079432149	1	1	38.6580728072366	23.6671948509669	1
CCR2	1	93.119213006741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCR4	1	1	1	1	1	1	1	1	1	1	1	1	1	39.8751317503392	27.60734688551	1	1	1	1	1	1
CCR5	1	1	37.2949810767133	1	1	1	26.2814803587048	1	80.7367049363811	1	1	88.3953691432594	1	39.5153934360151	58.6742211421724	37.6652188055983	1	1	33.2203474548323	43.6557226712718	1
CCR6	1	1	1	1	1	1	1	1	1	1	1	1	1	31.6681530409343	1	1	1	1	1	1	1
CCR7	1	1	693.429755053316	1	513.640472014348	1	33.0352480178917	1	260.459179418283	907.52122921573	436.614794859141	1	221.834938813986	246.449989432099	286.135918952275	1	1	1	24.9372329687048	492.936901984244	1
CCRL2	1	40.0902690451543	1	1	1	195.730259983771	71.2134611913613	1	1	1	1	29.6169902194721	80.5577767502729	1	1	72.61060950084	1	1	16.9822720501765	52.8180168141552	1
CCSAP	1	23.1408208552591	1	1	1	1	30.9555167970405	1	1	1	1	1	1	1	1	21.6192636026625	1	1	35.7329622186467	19.7668045483553	1
CCZ1	1	23.6972908405884	1	47.3585244301555	42.4400142882514	1	1	1	1	15.2875205059783	1	1	1	1	1	1	1	13.9933751806006	1	1	1
CD101	1	1	1	1	1	1	1	1	1	1	1	28.6675537908361	1	1	1	1	1	1	16.8758537669672	1	1
CD109	59.3449424408562	1	1	1	1	1	23.4411981143698	1	1	1	1	1	1	1	27.6655387209434	82.5392782843165	68.8750161919467	59.675520307019	48.659222637944	45.9254538685998	67.5669521597335
CD14	1	299.434626093708	1	1	1	149.372464316731	524.783026019969	1	1	1	1	1	31.2362066988781	1	1	253.554213991104	1	1	145.402577735306	131.301413141677	1
CD160	1	1	1	456.149132296781	1	1	1	1	83.9681850486186	1	1	137.921172417343	1	1	1	1	1	1	1	1	1
CD163	1	188.616367130897	1	1	1	1	1064.63190453267	1	1	1	1	1	1	1	1	574.390643842332	1	1	108.021288899626	80.4312129348407	1
CD163L1	1	1	1	1	1	1	22.0560540137398	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD177	1	1	1	1	1	1	1	1	1	1	1	1	1	86.6271420125736	1	1	1	1	1	1	1
CD180	1	19.0774119832585	1	1	71.4998922622139	1	64.1384602208288	48.7719641178048	1	1	27.6902635006706	1	1	1	1	45.9761811868888	1	1	27.8019142053772	1	1
CD19	1	1	1	1	188.881219025133	1	1	25.4665297349632	1	1	169.143787870447	1	1	1	1	1	1	1	1	1	1
CD1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	811.040388512483	43.4707669716835	1
CD1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.9282393500055	1	1
CD1C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	233.948213676523	38.6260370863167	1
CD1D	1	47.0113544331894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.6088313418364	1	1
CD1E	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	221.882996888442	55.9858023141213	1
CD2	103.494675113114	1	424.044968119391	250.945346956648	1	1	1	1	407.692698108905	172.973693550464	1	137.870018111169	62.0449597737355	598.931060601825	546.109589483651	1	1	1	36.006244978025	1	1
CD200	47.2501195808057	1	1	1	92.3525636396216	1	1	1	1	1	1	137.595571878701	1	1	101.93424913777	1	41.7117074546654	1	1	31.4243136694755	15.6584794475243
CD207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	329.586011644759	1	1
CD209	1	1	1	1	1	1	119.740673559182	1	1	1	1	1	1	1	1	24.4026068374031	1	1	1	1	1
CD22	1	27.0460326809692	1	29.7923318649683	269.028839410446	63.7398232998326	19.6383160311445	1	1	29.7533971042589	104.204420632294	44.1660996229734	68.011390879575	1	1	21.7929638534813	1	36.8772956346423	16.7197951839974	22.2937129449227	1
CD24	293.350489796051	52.5734598674684	1	1	224.789165797375	1	1	1	1	1	199.775352872895	1	1	1	1	64.4882701832426	18.0839588887082	217.105858327343	1	155.859597441687	377.874303209915
CD244	1	1	1	67.7976100655868	1	1	1	1	1	1	1	60.4011943419372	1	1	1	1	1	1	1	1	1
CD247	55.7338162770472	1	247.661129857071	1518.70091633761	1	1	1	1	336.501975676725	267.523558940383	1	1178.61838314116	69.3974687656913	445.547662776377	326.03135941297	1	1	1	1	1	1
CD248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.212661830266	1	1	1	1
CD27	36.6296462258561	1	116.185180704311	1	1	1	1	338.491726006754	190.515613113763	245.30279676766	133.997996571322	1	1	480.122273779252	210.819137998129	1	1	1	1	1	1
CD274	1	1	1	1	1	1	20.941032173373	1	1	1	1	1	40.3823225952961	52.8721333015272	1	17.2672938511137	1	39.4830923922628	1	57.2313892931938	1
CD28	1	1	181.721235613678	1	1	1	1	1	110.991021180396	61.757849550119	1	1	35.068557407107	219.908448506884	148.977700020321	1	1	1	1	1	1
CD300A	1	77.0385573611074	1	153.797201692409	1	167.234288536434	101.451644880446	1	29.5954869515338	1	1	96.4128201585772	48.5524114130348	1	1	74.7889593553021	1	1	113.001002009031	46.8117414588751	1
CD300C	1	25.6584496685564	1	1	1	1	19.3639649395155	1	1	1	1	1	1	1	1	26.6230918084666	1	1	25.456294866894	1	1
CD300E	1	379.115553780836	1	1	1	1	1	1	1	1	1	1	52.6582315509049	1	1	97.9778622963244	1	1	27.4049775432519	46.6843356011605	1
CD300LF	1	48.4942259626403	1	1	1	68.4558279642732	61.445140303803	1	1	1	1	1	1	1	1	45.177804669028	1	1	21.0164579701941	20.8315579444446	1
CD302	1	139.888060319462	1	1	1	118.412283481742	108.035392847016	1	1	1	1	1	27.0749517716776	1	1	45.8112153472718	64.232184440875	31.2831964376813	78.2623216552502	38.3476860768402	1
CD320	1	1	1	46.4271732824534	1	1	1	1	1	1	1	40.2184481669372	1	28.2591428580191	1	1	1	1	1	1	1
CD33	1	60.0556443929302	1	1	1	1	46.8121756332552	1	1	25.8568968256664	1	28.3191143757401	27.2268719685329	1	1	36.0137469937062	1	33.6913023628906	43.5384496833753	1	1
CD34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	123.54525509194	1	1	1	1
CD36	1	226.29418437227	1	1	1	1	171.607801186932	1	1	1	1	1	90.8613482651186	1	1	181.536792448153	79.349213984406	1	40.8802187484217	82.098029694846	1
CD37	47.4446052952365	468.873985865629	500.005492765751	456.95338696212	2470.0491099959	753.887568317037	430.830056804195	77.9080316793061	509.909742517996	521.290775504059	1773.74341806485	273.396156498282	404.578055399565	498.878166455748	404.561757367622	298.688390990106	66.3665110137959	207.14078369192	260.518469500546	207.249499138627	1
CD38	18.1856253077752	1	1	92.8297712012877	1	1	23.8544278644861	128.064999924109	26.359912575783	1	1	69.9432140802545	46.8818677360413	1	1	1	1	26.2316104860532	1	23.3585002365547	1
CD3D	152.593343327129	1	502.455072774274	96.2355023975791	1	1	1	1	672.322650651122	449.189179136591	1	330.7302536465	66.176745192255	696.488187510556	627.961475973107	1	1	1	1	1	1
CD3E	30.0763690769922	1	169.160208534891	48.9423524720535	1	1	1	1	194.519630458676	141.215529000629	1	177.296352045657	26.7814326514491	180.398130509542	159.760371828136	1	1	1	1	1	1
CD3G	63.8709774644442	1	278.312239155622	70.6154873851844	1	1	1	1	409.694258831925	263.854790278866	1	113.317315812286	42.5432814087004	232.109716536516	252.002787378566	1	1	1	1	1	1
CD4	49.3925715608878	265.590424109954	232.774271350171	1	1	1	562.456882161337	1	1	222.201780465406	1	1	150.941625648433	533.50525693005	328.327285202422	215.133602322375	150.780231561457	31.4627003303763	451.320623448579	245.942878047729	1
CD40	1	25.6521495579302	1	1	135.740911453954	1	74.633560380048	32.9705254668525	1	1	110.735791985569	1	30.8800955290402	1	1	55.6988142354935	86.6503751551502	1	119.593645040498	186.386216918505	1
CD40LG	1	1	36.7418159057587	1	1	1	1	1	1	60.0049279765483	1	1	1	1	30.5974641925787	1	1	1	1	1	1
CD48	1	262.547694744094	436.053614805866	341.143461100612	432.496999245926	65.0894150774372	101.108822809052	38.4103106948994	406.118629374672	674.566890925338	456.357419091416	201.175496877958	130.773384964369	203.220742561847	238.191001354392	88.4863533999577	1	56.7712701044056	157.362272003381	94.5424625127125	1
CD5	1	1	125.014610574228	1	1	1	1	1	88.4382611842466	79.1223134203205	1	27.8336395502381	1	170.34294597709	99.685227631318	1	1	1	1	1	1
CD52	185.052941786149	518.338721700558	916.538995024671	726.09010410523	1079.18417218864	1	307.379309771741	44.2988523602007	956.06845078789	961.279256212276	929.065831202234	836.79065578262	278.432145842557	782.006183739468	720.694745349476	804.540463089072	1	83.937785911995	281.463321321267	161.890364480559	1
CD6	43.0760611376613	1	282.05158380246	126.277573697492	1	1	1	1	230.35865037842	223.950144894234	29.5316420531303	138.995767625806	41.1667016498436	225.697371989094	310.332281130602	1	1	1	1	23.3390756082144	1
CD68	1	119.593710973606	1	1	1	1	358.216535786077	1	1	1	1	1	36.2298040546093	1	1	352.395410510928	1	1	71.4968586382804	91.7051744322394	52.5302624705232
CD69	1	1	232.513467098056	126.024229977655	503.466479010305	1	19.6058760368308	35.030610656383	242.43313828144	41.8449235141198	253.789438474737	503.574667720521	1219.63415847495	70.2836958248782	275.620582815077	1	1	773.689904217289	26.7797889652004	33.2339030845433	1
CD7	97.4378368358795	1	242.150625178647	626.572356370038	1	1	1	1	384.811507355776	155.693883272233	1	730.188212465487	74.2421391056032	752.170244273929	402.69004912806	1	1	1	1	1	1
CD70	1	1	1	1	1	1	1	1	1	1	32.8221812866597	1	1	1	1	1	1	1	1	1	1
CD72	1	1	1	1	185.008498218639	1	58.5460585959059	1	1	1	31.0089325632169	1	1	1	1	23.1147373750702	1	1	23.5954124447854	20.1789832414495	1
CD74	464.034623564823	5672.98809060606	626.608880487965	486.252848310819	12829.7658764187	291.245728586448	13601.1591403127	1412.22295521088	1408.76568478507	95.3282727403096	9908.14014188308	914.109263336989	2640.55090493275	2145.30362364158	1020.67530120369	5052.35134483749	1566.32106665238	207.427967237666	19277.4579802127	12206.6368794373	1
CD79A	1	1	1	1	1999.74599382919	1	1	1099.15517963852	1	1	1125.10357705276	1	35.5493053019484	102.251539462205	42.7402053100171	1	1	1	1	1	1
CD79B	1	1	1	1	129.147051164335	1	1	28.1357384181458	1	1	64.5302235005729	1	1	27.965975662187	1	1	1	1	1	1	1
CD80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.4697496038325	59.2069498558876	1
CD83	89.7871599784515	204.010415742667	78.4770628876235	58.4836950894878	1455.79393918549	336.975133429625	963.375761485982	26.1245722535494	88.2636262009454	1	1164.53689547101	293.4365926359	1428.78870736232	423.848292611637	283.084704418976	550.942654496249	59.1771477508895	560.315302781655	982.529937160023	1497.89983235217	1
CD86	1	121.048369800597	1	1	1	1	168.662535804694	1	1	1	57.1851808671756	1	1	1	1	115.725428512621	1	1	281.98431241589	210.658252682222	1
CD8A	88.1473258598433	1	146.102475918401	129.292723032371	1	1	1	1	1035.62521324249	1	1	351.730311383168	53.4853019960011	78.6082898436305	206.28931723993	1	1	1	1	1	1
CD8B	58.282984262218	1	99.2818039605236	1	1	1	1	1	997.091154560264	1	1	131.054647470435	1	1	115.335458612534	1	1	1	1	1	1
CD9	916.401608746342	166.006183888558	1	1	1	1	251.989565466428	49.3816404422201	1	1	1	85.4553953678244	345.810871875192	1	1	717.360508926469	180.02414332221	1095.6117501785	222.592307910416	297.352931736876	1694.90692274841
CD93	1	141.010620119389	1	1	1	181.166762096149	69.204371589655	1	1	1	1	51.7827017412458	50.0429949087135	1	1	44.5812483607815	155.915855827221	1	59.9065846308218	130.718757694612	1
CD96	28.1837418197465	1	155.450248810439	111.784537223403	1	1	1	1	164.934908865443	78.9212530738422	1	263.064600662294	35.6187562568871	197.745672232146	173.545382855658	1	1	1	1	1	1
CD99L2	1	1	1	1	1	1	20.662867910333	1	1	1	1	1	1	1	1	1	1	20.321410634084	1	1	1
CDA	1	91.5223880706219	1	1	1	484.053218814043	1	1	1	1	1	1	1	1	1	22.5399038653107	1	1	1	1	1
CDADC1	1	1	1	21.1083600593323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDC14A	1	1	77.6968598248787	1	1	1	1	1	56.7573376508106	30.8973319279326	1	1	29.1546379695861	35.3333269381269	36.3664430150576	1	1	1	1	1	1
CDC20	129.390708933477	1	1	1	1	1	1	1	1	1	1	31.8666384280306	1	1	1	1	1	1	1	1	16.7433299032335
CDC23	23.0932426986263	1	1	1	1	1	1	1	1	1	1	40.9002540191566	1	1	1	1	1	18.6027063895983	1	1	1
CDC34	27.0803129413609	20.0855649210165	1	24.2411647988665	1	37.544393506026	1	1	33.9427453094459	1	1	33.4425803838667	1	1	1	15.7884358359288	41.283804454738	1	23.3257653259961	20.769757345515	1
CDC37L1	24.4874959648299	1	40.9116629060106	1	34.8285493979124	1	1	1	36.9164568268545	16.8996841103803	27.7868701455408	32.876135110804	33.6836123471547	49.315076582728	38.1719452189639	1	1	19.1940340587982	1	1	1
CDC40	28.1461904003738	19.371033897995	1	28.8157947226635	1	1	14.9191455095427	1	1	33.844053592125	32.200106183315	1	1	1	26.3108372328145	18.7657716099977	1	1	1	1	1
CDC42BPA	1	34.0059032423258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.9729159921755	19.9253180706807	1	28.4214537115983	29.9845294501611
CDC42EP2	1	32.678190722189	1	1	1	55.4305664832474	1	1	1	1	1	1	1	1	1	1	1	1	1	23.9865476453693	1
CDC42EP4	1	26.5273284735203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.4818138874883	23.7528488124482	1	49.036044324963	1
CDC45	42.1497346794752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDC6	42.4871917994667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDCA3	41.9691068794989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
