NAME	CD4.memory.activated	Monocytes	CD4.memory.resting	NK.cells.resting	B.naive	Neutrophils	Macrophages.M2	Plasma	CD8.cells	T.cells.CD4.naive	B.memory	NK.activated	Eosinophils	T.cells.regulatory	T.cells.helper	Macrophages.M0	Macrophages.M1	Mast.activated	Dendritic.cells.resting	Dendritic.cells.activated	Mast.resting
SCAMP1-AS1	1	1	1	1	1	1	1	1	1	19.4894335867015	1	1	1	1	1	1	1	1	1	1	1
SCAMP5	1	1	1	1	1	1	1	21.399380329087	1	1	1	1	1	1	1	1	1	1	1	1	1
SCAPER	1	17.7980367416668	1	49.9518682335335	61.2848254573134	1	1	1	29.6606601686472	40.593109529938	31.9530969555357	1	1	27.9532336101104	1	1	1	1	1	1	1
SCARA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.2633086636325	1	1	1	1
SCARB1	1	16.180181103164	1	1	1	1	83.6823829737661	1	1	1	1	1	1	1	1	41.4104733210971	50.843234708883	1	22.8312544068246	19.3225787226872	1
SCARF1	1	1	1	1	1	52.1360888858077	1	1	1	1	1	1	1	1	1	1	1	1	29.0080701479806	29.5535762506611	1
SCD	97.453934973084	26.342893088586	1	1	1	1	211.939998767792	1	1	1	1	1	1	1	1	221.705565811637	1	110.634156712874	40.5334548792469	47.8970014887471	41.8814532935639
SCD5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.2891882486079
SCFD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.7821772168937	1	1	1
SCGB2B2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.8201813087724
SCGB3A1	1	1669.54790598403	1	1	1	1	1	149.408480679613	1	1	1	1	1	1	1	1	1	1	1	1	1
SCGB3A2	1	344.752012436943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SCHIP1	39.7678298098431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.5434278589774	27.2568398153944	23.400747418728	23.4483232781149	1
SCIMP	1	75.505592225096	1	26.2728025504344	1	1	42.4452559814342	1	1	1	84.2159816042006	1	29.7176141323441	1	1	39.480240194263	1	1	45.4804372621626	28.9805720282722	1
SCIN	64.4490622433868	50.1689626235352	1	37.2495843808393	1	59.8236618910051	21.8028594004496	1	1	23.6492864342047	1	56.9214871104773	81.146054384565	1	1	33.830950217024	1	211.861176337967	24.9945119152435	43.8629928396371	48.3214600823897
SCLT1	19.0124880128943	29.316329867629	1	45.43374193765	1	97.1412554851019	1	1	1	1	1	25.4277734223408	1	20.7504605818524	1	1	1	1	1	1	1
SCMH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.7577994206856	1	1	1	11.4684863426489
SCML1	1	1	1	1	1	1	16.5304893761179	1	1	25.7205638158004	1	1	46.9105488997615	1	1	1	1	1	18.3752261635114	1	1
SCML4	1	1	67.7344850460876	52.4065944290383	1	1	1	1	72.7830595517876	105.709801245993	30.8399798352662	40.9190496715004	1	1	68.1391111165874	1	1	1	1	1	1
SCN1B	1	1	1	1	1	1	24.1163627451547	1	1	20.9659995975396	1	1	1	1	1	1	26.7471287478673	1	1	1	1
SCN7A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.2840699875606	1	1	1	1
SCNN1A	76.8051220275665	59.0646066348685	1	1	1	1	1	1	1	1	1	1	1	1	1	29.2894551303574	1	81.6657355877661	1	45.8260117758186	166.226676930174
SCNN1B	1	1	1	1	1	1	1	26.6372564769036	1	1	1	1	1	1	1	1	1	1	1	1	1
SCRN1	58.758009187317	37.374879829406	1	39.1989544492866	1	1	23.8585102559543	1	1	1	67.4833704019168	1	27.3917158359598	1	1	26.9434038946021	1	49.2540906040741	51.5679482861258	44.9460942320476	101.40213400552
SCRN2	18.7631368574935	1	1	25.0856326145263	1	1	1	1	1	49.386396224612	1	1	1	1	1	1	28.9302441406035	23.687745708165	1	1	26.6092535655139
SCUBE1	1	1	1	1	1	1	17.9829352248107	1	1	1	1	1	1	1	1	17.8009008121497	1	1	1	1	1
SCX	1	1	1	1	1	1	1	1	1	1	1	163.253313896755	1	1	67.7679838467031	1	1	1	1	1	1
SCYL3	1	1	1	33.7791781104373	1	1	1	1	1	61.7395638125006	1	1	1	1	1	1	1	16.3107113247625	1	1	1
SDC1	190.203071169689	73.4063197762513	1	1	1	1	1	302.537658128611	1	1	1	1	1	1	1	77.6631348184296	127.706355826316	134.200829883317	1	93.1607073990822	369.549798949251
SDC2	75.6920691681207	39.9320279538606	1	1	1	1	93.4105659520198	1	1	1	1	1	1	1	1	216.512999602383	115.976644071534	1	45.2071937511903	73.6746175063524	1
SDC3	1	1	1	1	1	1	260.328928067169	1	1	1	1	1	1	1	1	54.8211441942229	154.062734919652	1	1	59.2613343650419	1
SDCBP2	38.1006636665973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.8044123423811	1	74.5719100714398	49.0185728409336
SDF2L1	94.9382725845733	45.279181598083	32.4084692594784	51.3057268278753	1	1	56.2392282834611	273.655254613887	39.014990118028	1	1	56.3258028441923	27.6857827327369	41.3627711189035	44.3959204118053	99.6768296998003	61.2448679372646	108.089087774095	79.547463547731	61.6069435661841	188.372129255355
SDHAF1	26.6160154000619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SDK1	40.5000301406886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.0303224209538	1	1	50.1396036304927
SDK2	26.0121163218254	1	1	1	24.1780267605544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SDR16C5	1	49.7214834479449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.8446788931031	1	59.4626585408777	1
SDS	1	123.330711326294	1	1	1	1	571.012028193976	1	1	1	1	1	57.7089470942127	1	1	514.890781498028	73.7574988319734	1	197.028796036914	295.064394951166	1
SDSL	1	21.3543411394898	1	1	1	1	51.7369562602878	1	1	1	1	1	1	1	1	56.7279501404003	1	18.0408332814028	22.5137587653645	1	1
SEC11C	90.8646567644142	38.0053045940924	47.4062062002741	54.4202924092256	1	1	40.273217512367	521.031766115671	51.9949224976665	27.6386800674653	50.4486062813411	50.2779991345553	31.8310753151442	121.791605138348	93.1464430272814	56.6740823146431	1	108.492519585616	42.1565871552947	51.4844598882826	1
SEC14L2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.3044969613723	1	1	1	1	1	47.7634091484988
SEC24A	14.7845122295582	31.1516671391457	1	1	1	1	29.2328999190818	89.1938137642955	29.0818645891373	21.9178634292594	1	1	35.158171062152	33.5739107344146	36.1272980335638	36.6992945706552	1	55.7127153362078	23.5506954207752	35.2386986227206	1
SEC24B	1	25.7165682026397	1	20.3331396887438	1	38.3443104071962	1	1	1	1	1	1	51.7840564472298	25.9489557977928	1	17.4669848615539	37.396756256496	22.9198354697915	19.222260140125	1	1
SEC24D	34.8170133857568	47.0252010090848	1	35.038039337804	42.9701072713999	33.0841178562429	38.1932893150103	86.916180632896	32.5035392458961	31.3358026030491	1	76.5703935503803	34.4396937671007	1	29.5205993358255	42.283343719472	76.0801603011836	64.1087671432003	45.2866650392439	39.667130639952	1
SEC31B	1	1	1	1	1	1	1	1	1	37.3627703761447	1	1	1	1	1	1	1	1	1	1	1
SECTM1	1	74.1170232057931	1	1	1	259.649227744098	49.2810887328998	1	1	1	1	1	1	1	1	25.8720353326765	47.8958763699597	1	35.4455336584928	42.5126027793669	1
SEL1L	23.6348959999902	35.3213069175365	1	43.7636625249452	1	58.4568738397052	45.8429251375869	192.306867285561	25.3045077812969	22.341922607719	1	35.4669457757105	59.9839715729286	55.2489431444388	48.9629589265788	49.9846833343683	73.8426651423306	54.7604037896773	44.2067690331606	42.362432267732	1
SEL1L3	39.9505283333727	36.6631397343392	70.4839295718366	38.0084926374836	196.112915509995	1	54.5412962576519	363.115750378602	105.323894636917	41.8518524545563	225.504490570083	115.033403184628	102.981683739029	117.758828902508	94.3229966203854	28.8581451026321	19.5881260186013	29.9411270190003	64.6589284116324	74.0150460217179	1
SELENBP1	1	37.8725477418888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.5911771010551	1	1	1	1
SELENOM	30.5019371588968	1	27.2418152031758	1	1	1	1	90.213000070569	1	30.671047740953	1	1	1	26.6278840700342	1	1	183.803887279337	68.2938313492778	1	32.6849322434512	57.4657152033493
SELENOP	1	58.6947158878036	1	1	1	1	773.549119165158	1	1	1	1	1	1	1	1	27.6686460362243	279.460658651733	29.6493068541057	1	85.0129021625197	42.9099004620848
SELENOS	154.610558899308	122.719926052304	76.92797506745	107.458631096849	42.0348335683932	1	140.598686332471	436.371865215614	86.5014405568256	35.3748394956962	66.6127807518172	92.1624429199351	218.797250756633	127.444509572958	62.0818939633546	162.002900424446	232.438808316813	228.619091405769	152.694152181832	163.331138716084	47.7646164507042
SELL	1	340.37916363969	391.199188755428	346.87176971779	642.875102086483	2221.78092428119	26.4041722657157	1	220.176856652099	792.481466401434	302.232417519947	37.1415753813702	194.583957555188	363.199744281742	189.084761090905	1	1	1	23.1240468187661	1	1
SEMA3A	1	1	1	1	1	1	1	29.0274227078079	1	1	1	1	1	1	1	1	1	1	1	1	1
SEMA3F	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.6673062138293	1	1	1	1
SEMA3G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.7747457487299	1	1	1	1
SEMA4A	1	57.8645560198437	1	1	1	106.499099220717	71.2756486261746	36.8902070305843	1	1	1	1	79.470956485212	1	1	31.7316325594998	1	46.4029977712868	39.3596802927042	33.7175844557341	1
SEMA4B	60.4480861126198	75.0856445995234	1	1	70.28006673741	57.3866658168897	17.2702345333722	1	1	1	40.7490184469416	1	1	1	1	43.2915242347493	22.8342898815051	98.3712570637061	1	42.3337367932016	57.8758869730767
SEMA4C	26.5334757536909	23.9222906650668	67.9492625042241	91.9915399716537	1	1	22.3720346256192	1	45.5402736770445	35.5601183785867	1	1	1	1	1	17.5075297788596	96.4075147957807	42.4477835147752	82.7043870703992	60.0408999806607	89.5248203120772
SEMA5A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.3254070836973	1	1	1	1
SEMA6A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.4865402359929
SEMA7A	1	1	1	1	55.8247709935113	1	1	26.7417448796391	1	1	129.808683152694	1	164.841265814467	1	34.4149626096382	1	1	32.0608930869749	77.3231228593974	113.837643202935	1
SENP3	32.2962130340685	21.7057851136622	1	26.2891320193843	30.905881400286	1	1	1	1	36.5473247495365	30.4406683761284	68.9330712828401	1	1	1	17.866673384939	14.6250281004048	23.5319370819992	21.9040756493014	25.2827329994248	1
SENP7	1	21.2871072432933	46.7125316426101	44.6707445725203	1	1	1	1	54.6488523778028	28.7498770843476	1	1	44.8322081765722	29.333765376609	1	1	1	17.1353538174336	1	1	1
SENP8	1	20.1406731827013	1	24.7049558382145	1	48.7074489819898	1	1	1	30.7742464255322	1	1	1	1	1	1	1	1	1	1	1
SEPHS1	35.2388347752821	17.4285479645736	1	24.2579196164051	1	1	1	22.6069976512321	1	1	1	1	69.2385948519617	1	1	24.5664188313596	35.6052180157203	45.7422553705871	1	24.558450089448	45.0857439641363
SEPSECS	1	1	1	1	1	1	1	1	1	22.520035991625	1	1	1	1	1	1	1	1	1	1	1
SEPT1	23.5174477271718	1	69.0698921268563	76.4875507823768	48.830537181549	1	1	1	91.606108012743	57.5751649065919	46.4385725514853	114.017120728631	32.1661790898439	53.8609838480948	68.842736128591	1	1	1	1	1	1
SEPT5	28.2273789168285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.6052718531229	1	1	1	82.195525929619
SEPT8	51.9732131669729	20.3715625073941	1	1	1	1	1	1	1	1	1	1	1	23.9593327537864	1	16.5796189325621	188.245628395078	46.3279016385076	1	1	34.7473232484251
SERPINA1	1	520.422526538857	1	1	1	753.852356312636	276.398502313256	1	1	1	1	1	60.2406477629098	1	1	325.740434543305	73.9142942677274	47.3225634122223	238.61625161762	211.119323524971	1
SERPINA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	250.432458086368	1	1	1	1
SERPINB13	28.907967517747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.9945932879161
SERPINB2	1	78.845797823434	1	1	1	1	1	1	1	1	1	1	1	1	1	76.9170173016328	1	1	1	1	1
SERPINB5	159.643093147928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.182192140729	1	1	151.265945949206
SERPINB6	1	61.7106786619868	1	67.0932798502496	1	1	91.8232006936313	1	1	34.9054820782688	1	1	1	1	1	65.7128177846947	53.831217534319	47.1234611514668	72.9738113038464	92.0147792968933	41.2956428993451
SERPINB8	1	31.7776527504146	1	1	1	1	21.6569439507085	1	1	1	1	1	1	1	1	28.1110752966977	21.2662359920758	19.0399789607516	38.8800909263621	41.4357428329145	1
SERPINE1	34.1455438199851	40.6244944279993	1	1	1	1	1	1	1	1	1	1	72.568001635784	1	1	53.094477194068	533.210527406347	96.4192821594508	1	89.4249133015139	1
SERPINF1	1	28.8995626628286	1	1	1	1	81.9440651314223	1	1	1	1	1	71.9607275356125	1	1	1	505.270970644043	58.0499193410449	75.7324274708845	55.1234394272434	1
SERPINF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.0659973134933	1	1
SERPING1	1	97.1750460716042	1	1	1	1	414.688059814358	1	1	1	1	1	102.52315727926	1	1	121.779427581716	2386.57500143477	82.2369360512618	65.3922734074765	332.330014668097	1
SERPINH1	87.2948081767427	107.059289120195	1	1	1	1	46.0031665723316	1	1	1	1	1	179.632854691582	1	84.4743376663314	100.953583166914	880.369819555307	244.819188934937	55.5630932387605	147.663343187202	106.912764274105
SERPINI1	1	1	1	1	32.7076032812713	1	1	33.4145463871947	1	1	1	1	1	1	1	1	1	1	1	1	1
SERTAD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.1925562876437	1	1
SERTAD4	58.1289364712426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.7765750408286	1	1	14.3182999287434
SESN1	1	17.831587744423	58.2912646776169	47.6429989443982	146.703796915317	1	50.1775727837884	1	44.364231825011	51.9791380090271	1	1	1	63.290991170122	75.1254417094819	26.0494213045971	1	1	21.4271894076175	23.7683723918208	1
SESN3	154.871819379633	36.0327140105328	134.146153058007	1	103.431906286639	1	24.023160258338	1	40.8846334508877	207.88617058972	210.454385839442	1	69.4755768600746	94.7923391627109	207.504236524559	47.232220791556	1	83.0166864101808	26.5290303636763	39.2897107464689	153.22933791231
SESTD1	33.4243036058011	58.3376465331735	1	1	36.8958904392328	1	55.1454087223979	1	1	1	31.3840995753441	1	1	1	1	48.5474709700752	20.5295819480564	30.2960845287038	24.5876417510565	64.2039296472467	1
SETBP1	1	1	1	34.361631734971	38.5439116431583	1	1	1	1	1	62.4097230712774	16.383328166532	1	1	1	1	62.525359763734	18.8287561473167	1	1	1
SETD1B	1	15.9201895683074	38.1366333835941	36.4767697520064	53.9126465414447	1	1	1	42.1695242673025	34.584025788022	31.899397912171	1	1	87.5092282655097	54.9785768945638	1	1	1	1	1	1
SETD6	1	1	1	1	1	1	1	1	1	1	1	43.9603011150553	1	1	1	1	1	1	1	1	1
SFMBT1	1	1	30.8939979457859	1	1	1	1	1	1	1	37.6398810007967	32.8740448631848	1	1	42.8318294524734	1	1	1	1	1	1
SFMBT2	1	21.15599465673	1	49.96286303019	1	1	24.332229580998	1	46.6248098571074	26.3501035800606	1	73.9650915440722	41.7427321742606	1	1	21.8101453425174	1	1	24.9033490518171	29.4160725401984	1
SFN	327.645778648305	60.0607769327084	1	1	1	1	1	1	1	1	1	1	1	1	1	71.130797568782	1	118.730687126647	1	72.2234690096541	256.138597419827
SFRP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	338.988149896579	1	1	1	1
SFRP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	292.088677351525	1	1	1	1
SFT2D3	22.8814191099937	16.0697833966204	1	31.0595156578564	1	1	1	1	1	1	1	1	1	1	1	16.3099353888112	1	1	1	1	1
SFTA2	1	117.362870108068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SFTPA1	131.749912831069	1718.79428395401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	151.244059862287	593.806113597406	1	351.093834884063	1
SFTPA2	1	1486.7829642412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	155.745816187295	428.656200343328	1	351.869797693669	1
SFTPB	374.479399479591	2438.92243843634	98.2021372620922	1	45.9077039127749	46.6259396147723	87.7092899015418	240.006870006468	45.4119251489171	1	1	1	143.670323121436	182.046320461974	96.8083576039506	269.392228214489	776.270488454256	2189.776642448	68.6470054305936	551.937700487854	1
SFXN2	29.7809418656083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SFXN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.5474186093942	1	1	1	1	1
SGCB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.612671247912	1	1	1	1
SGF29	1	1	1	1	1	1	1	1	1	15.1061908729228	1	34.6295510589118	1	1	1	1	1	1	1	1	1
SGIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.2614829875608	1	1	1	1
SGK1	161.004272466667	148.324041914293	47.6793387476454	1	1	161.168025673094	435.977085041972	79.1206244340768	1	1	1	1	482.156941890498	1	55.9632250241813	300.136284718479	146.710864419014	386.204712907394	386.379403596844	317.466445924084	162.167842953344
SGK494	1	21.9564770624227	1	25.9383272435322	34.8699193644381	60.6406955605454	1	1	1	20.3820333849445	1	50.4988060316886	1	1	1	1	1	1	1	1	25.2547856442528
SGMS1	20.5556753783342	25.4956293085783	1	1	1	1	22.0191623033245	1	1	1	1	75.0682237765316	20.8550687532819	58.1168153755232	31.7454811716982	23.0011208388449	1	36.268426231794	1	24.6222160561664	1
SGMS2	1	53.4820066639977	1	1	1	1	1	1	1	1	1	1	1	1	1	28.3506405052253	26.5896194704309	33.4684044001854	16.9586683821207	53.3288439180095	1
SGPP1	22.999596483154	25.9042266537313	29.4243512925891	50.2185543006164	50.4854802587219	1	56.676848134465	1	41.3173810722233	1	106.827610243009	57.2945796356682	58.353762631632	78.4333407000086	55.3339645864155	31.3807895721373	67.9667097337722	45.633512067865	51.6853748086464	39.1367522198717	1
SGSH	1	22.1409928322526	1	1	1	1	39.3459168750223	1	1	1	1	1	1	1	1	27.444396867927	1	1	1	20.4998949235171	1
SGSM1	1	19.4706702549091	1	34.2866436560905	1	44.7037503915663	1	1	1	1	1	1	30.9427194805105	1	1	15.5053037074697	1	1	1	1	1
SGSM2	1	22.4380838025145	30.1415209800387	29.3886855990082	1	1	1	1	27.2950218421694	26.7855956837161	1	1	1	1	37.8834732704348	1	17.6006982082337	1	1	19.9133566456349	1
SGTB	1	28.6914100696979	63.2883310545754	1	1	46.0649780533913	44.5729490131976	1	41.4553678630294	44.6431544698822	1	1	1	77.3673203727726	62.1563774386595	39.8875633586542	1	13.8657784081804	1	44.869547965909	1
SH2B3	1	76.8689885497828	1	37.5098772892429	45.6406149499852	1	68.0015429927109	1	1	1	55.1121073393938	1	84.7054882964176	1	1	56.6119213888265	43.7930293663153	39.6048711607935	140.824890262578	115.181889592106	1
SH2D1A	1	1	99.4707398434204	122.520630300241	1	1	1	1	212.936191748094	20.5285226625479	1	110.527940500895	1	146.594618127623	179.319892794072	1	1	1	1	1	1
SH2D1B	1	1	1	256.36702583216	1	1	1	1	1	1	1	108.188475556725	1	1	1	1	1	1	1	1	1
SH2D2A	34.9950489458892	1	96.2325967966925	139.103815330689	1	1	1	1	126.694276074202	1	1	192.151013331061	36.8915602572402	208.714605156062	107.808023077481	1	1	1	1	1	1
SH2D3C	1	38.8020485637336	1	82.1204176481917	1	126.209265718926	1	1	40.0771211873993	42.1530314861858	1	24.0656347481683	1	1	1	1	85.5745978188857	1	1	50.4703863369125	1
SH3BGRL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.5245167840381	1	1	34.1980675288241	1
SH3BP4	47.9922068927659	25.8126921121467	1	1	1	1	1	1	1	1	1	1	48.7319648371361	1	1	22.2862294611896	71.5168712890734	66.8465459384699	61.9320649010572	68.7698671658127	58.4730067745007
SH3BP5L	27.9163672819281	20.513176794221	1	1	1	51.100290483024	1	1	1	1	1	1	1	33.2624929826535	1	1	1	16.6742498263201	1	1	31.5990708282028
SH3D19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.5396423426295	1	1	1	24.3094390733127
SH3GLB2	28.3585206158591	19.3382728086703	1	21.9060077310974	1	1	1	19.21623755911	1	20.4580136711374	1	1	1	32.9688472794326	1	19.1598971321503	1	1	1	1	11.7855072222685
SH3PXD2B	18.1390808640964	30.7993926020061	1	1	1	1	73.1251890514649	1	1	1	1	1	1	1	1	57.1823727032613	49.9952568913168	22.2510877140331	44.4972560053244	30.9321706451001	1
SH3RF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.9216792185877	28.5759879257362	1	1	1
SH3RF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.8495090079624
SH3TC1	1	47.4363254583106	34.2385601825139	1	1	1	41.9806003686298	1	1	1	1	1	25.0062683625661	48.1461859247978	33.9688235645972	30.7958880142196	17.0796702629266	1	43.7063796596568	40.3948892300469	1
SH3YL1	52.8784821979451	26.3410083732974	41.5205663103734	30.0293482713643	1	1	1	1	27.8363141929173	58.2302438285005	1	1	1	37.1730204033209	1	22.7260805488489	1	30.4284614966099	1	41.8226800331965	87.8962890551375
SHANK3	26.3445529334873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103.615336330451	1	1	1	42.1746505685999
SHCBP1	29.1624756581936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.850394410447	1	1
SHE	1	17.473822296447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.0573288468488	30.2981831848525	1	1	1
SHISA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.8816871237175	1	1	1
SHISA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.1482541554909	16.7410421075826	1	23.0923173261545	1
SHISA9	1	23.497299457072	1	22.2891650125099	1	1	1	1	1	28.3402465649326	30.9983624539662	43.8216150464557	1	1	1	15.9151898828094	1	24.6332646827976	1	23.1008072433572	1
SHMT1	77.1726213410099	1	1	1	1	1	19.895623746597	1	1	1	1	1	1	1	1	1	1	1	1	1	17.4476626370976
SHPRH	20.862886746096	19.7168741492446	1	48.3535104523625	1	1	1	1	25.6486469043003	27.5236505506107	26.1689447617852	1	1	1	1	1	1	26.1198550752374	1	1	18.9954350301209
SHROOM3	1	28.1014721878852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.6852472743155	1	1	1
SHTN1	27.2817260684972	39.7115947254072	1	1	1	1	46.6939360203866	1	1	1	1	1	1	1	1	44.7668104291625	1	34.9255589577471	61.5697432802724	42.148784855405	36.5165993184647
SIAE	1	28.367435514644	1	1	1	1	15.2571024800037	1	1	1	1	1	1	1	1	18.1695066363679	1	17.1444761574599	1	1	1
SIDT1	1	19.239234564944	45.0787777057418	68.5592502935586	443.815689666029	1	16.0689608311463	1	58.2618912403559	37.0714622464744	201.831021113572	16.8806796516117	72.6961357781623	1	48.4375571581161	1	1	1	17.7579493120559	1	1
SIGLEC1	1	1	1	1	1	1	174.91940966616	1	1	1	1	1	1	1	1	76.8142881896629	1	1	21.1555192600827	22.1850959000015	1
SIGLEC14	1	36.9119611255844	1	1	37.2468186526569	90.4867382005153	31.0062280566532	1	1	1	1	1	1	1	1	41.4425331185164	1	1	1	1	1
SIGLEC5	1	1	1	1	1	89.5460312285549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIGLEC7	1	33.7856600299818	1	54.3068103976156	1	1	48.966388733659	1	1	1	1	1	1	1	1	41.878375998057	1	1	28.069857854839	1	1
SIGLEC8	1	1	1	1	1	1	29.5202281538814	1	1	1	1	1	39.3916274175128	1	1	1	1	43.3679950644647	1	1	1
SIL1	1	17.3264122735719	1	1	1	1	18.8390460103178	27.2760898387126	1	1	1	1	1	1	1	18.8149955403296	1	1	1	1	1
SINHCAF	32.9444564281777	1	25.3323001062415	25.3879466587349	34.6307561438796	1	1	1	1	1	42.943945754975	1	1	1	24.2031612063876	1	1	22.0086642307295	1	1	1
SIPA1L3	48.223745759527	17.3774472510226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.783879086806	1	1	23.306355403646
SIRPA	1	215.881603905679	1	1	1	468.393134934357	380.63439336596	1	1	1	1	1	131.903442367677	1	1	401.310562590677	82.4104316883635	45.6137719800694	286.191772958729	225.802303892979	50.981940668568
SIRPB1	1	58.0415807637994	1	1	1	272.883401005534	33.4377804980828	1	1	1	1	1	79.9554754999286	1	1	43.4062061062072	1	1	1	1	1
SIRPB2	1	36.5140659338566	1	18.2973747502379	1	82.424394299945	18.8555170508157	1	1	30.5689825730828	1	1	1	1	1	1	1	1	1	1	1
SIRPG	34.6925071495141	1	35.0006329330593	1	1	1	1	1	47.7954496586634	53.6035849129382	1	76.3302261090606	1	154.463421757326	110.345924644731	1	1	1	1	1	1
SIT1	1	1	45.0613494404435	1	40.5352793529669	1	1	1	60.0320417785239	63.7518089957401	40.4498107851427	70.639462705938	1	96.5499834209807	84.6988942463886	1	1	1	1	1	1
SIX1	54.7696010829297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.3466659612409	1	1	46.1714590423241
SKAP1	1	1	73.615808182148	140.171838262497	1	1	1	1	77.0914880285786	70.9568462540048	1	140.16974514934	32.9826718490851	109.369579259991	61.3992260869664	1	1	30.0842460897385	1	1	1
SKP2	37.1721734580613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLA2	1	1	57.5854921458304	135.593589719786	1	1	1	1	123.025417124358	46.9158234818903	1	163.25861979595	57.0505431827794	55.405950855182	99.6238770349846	1	1	1	1	1	1
SLAIN1	1	1	1	1	1	1	1	1	1	1	1	55.6289848456937	1	1	1	1	1	1	1	1	1
SLAMF1	1	1	28.510777900568	1	1	1	1	1	1	1	1	1	1	73.4314267212447	39.0641668069468	1	1	1	1	1	1
SLAMF7	1	39.3371165261442	28.6483985500258	214.773662310721	1	46.4854896976802	58.5604707943235	315.040758328759	111.031011733367	38.8868436702028	53.2256162046623	61.3611022307409	70.7502468129257	29.2910537116337	34.7745774448447	46.7914644372182	28.8687296429332	30.7490017424349	70.5452031785126	116.307705367538	1
SLAMF8	1	25.1046612296868	1	1	1	1	181.009581897112	1	1	1	1	1	1	1	1	124.683637562525	41.8173249074242	1	119.812418131106	78.5387800083796	1
SLAMF9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.2762876593362	1	1	1	1	1
SLC10A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	185.851262403692
SLC10A3	1	1	1	1	1	1	1	1	31.3387851938711	1	1	29.4677384797393	1	1	1	1	1	13.5417293081345	1	1	1
SLC11A1	1	273.540171579687	1	23.7280164626315	1	789.062534745093	202.838613134599	1	1	24.4005423818027	1	1	121.890282792521	1	1	366.430355339532	1	28.3015204889751	59.9927771474948	65.1693509378011	1
SLC12A8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.8068238169735	1	1	1
SLC13A3	1	1	1	1	1	1	1	1	1	1	1	54.5940889696459	1	1	1	1	1	1	1	1	1
